COHORT	SYMBOL	TIER	cancer_type	parent	name_parent	sequencing	ROLE	CGC_GENE	CGC_CANCER_GENE	gene_driver_statement	SAMPLES	MUTS	MUTS/SAMPLE	Significant_Bidders	TYPET	PATH	SNP	INDEL	INDEL/SNP	Signature10	Signature9	Warning_Expression	Warning_Germline	Warning_size	Samples_3muts	Warning_Palindrome	PALINDROME	FILTER
ICGC_WXS_ESCA_CN	FAT1	1	ESCA	DT	Digestive tract	WXS	rec	YES	NO	tier1_tier3	16.0	17.0	1.0625	cbase,dndscv,oncodrivefml	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_ESCA_CN.01.out.gz	14.0	0.0	0.0	0.0	0.0	False	True	True	0.0	False	0.07142857142857142	PASS
ICGC_WXS_ESCA_CN	KMT2D	1	ESCA	DT	Digestive tract	WXS	rec	YES	NO	tier1_tier3	18.0	20.0	1.1111111111111112	cbase,dndscv,oncodrivefml	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_ESCA_CN.01.out.gz	16.0	3.0	0.15789473684210525	0.0	0.0	False	True	True	0.0	False	0.05263157894736842	PASS
ICGC_WXS_ESCA_CN	PIK3CA	1	ESCA	DT	Digestive tract	WXS	dom	YES	NO	tier1_tier3	13.0	13.0	1.0	edriver,hotmapssignature,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_ESCA_CN.01.out.gz	15.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_ESCA_CN	CDKN2A	1	ESCA	DT	Digestive tract	WXS	dom	YES	YES	tier1_tier3	10.0	11.0	1.1	cbase,dndscv,oncodrivefml	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_ESCA_CN.01.out.gz	9.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_ESCA_CN	NOTCH1	1	ESCA	DT	Digestive tract	WXS	rec	YES	NO	tier1_tier3	20.0	20.0	1.0	edriver	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_ESCA_CN.01.out.gz	20.0	2.0	0.09090909090909093	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_PACA_CA_WXS	TP53	1	PAAD	PA	Pancreas	WXS	rec	YES	YES	tier1_tier3	37.0	37.0	1.0	edriver,hotmapssignature,dndscv,oncodrivefml,cbase	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_PACA_CA_WXS.01.out.gz	30.0	4.0	0.1176470588235294	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_PACA_CA_WXS	KRAS	1	PAAD	PA	Pancreas	WXS	dom	YES	YES	tier1_tier3	61.0	63.0	1.0327868852459017	edriver,hotmapssignature,dndscv,oncodrivefml,oncodriveclustl,cbase	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_PACA_CA_WXS.01.out.gz	63.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_PACA_CA_WXS	SMAD4	1	PAAD	PA	Pancreas	WXS	rec	YES	YES	tier1_tier3	8.0	8.0	1.0	dndscv,cbase	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_PACA_CA_WXS.01.out.gz	5.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_PACA_CA_WXS	SMAD3	1	PAAD	PA	Pancreas	WXS	rec	YES	NO	tier1_tier3	4.0	4.0	1.0	cbase	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_PACA_CA_WXS.01.out.gz	5.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_PACA_CA_WXS	RNF43	1	PAAD	PA	Pancreas	WXS	dom	YES	YES	tier1_tier3	6.0	7.0	1.1666666666666667		primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_PACA_CA_WXS.01.out.gz	4.0	1.0	0.2	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_PACA_CA_WXS	PEG3	1	PAAD	PA	Pancreas	WXS	rec	NO	NO	tier1_tier3	3.0	4.0	1.3333333333333333	cbase	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_PACA_CA_WXS.01.out.gz	4.0	0.0	0.0	0.0	0.0	False	True	False	0.0	False	0.0	PASS
ICGC_WXS_PACA_CA_WXS	GNAS	1	PAAD	PA	Pancreas	WXS	dom	YES	YES	tier1_tier3	3.0	3.0	1.0	oncodriveclustl	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_PACA_CA_WXS.01.out.gz	3.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_BTCA_JP	TP53	1	CH	LVB	Liver & billiary tract	WXS	rec	YES	YES	tier1_tier3	54.0	56.0	1.037037037037037	hotmapssignature,dndscv,edriver,cbase,oncodrivefml	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BTCA_JP.01.out.gz	57.0	2.0	0.03389830508474576	0.017543859649122806	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_BTCA_JP	KRAS	1	CH	LVB	Liver & billiary tract	WXS	dom	YES	YES	tier1_tier3	38.0	40.0	1.0526315789473684	dndscv,hotmapssignature,oncodriveclustl,cbase,oncodrivefml	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BTCA_JP.01.out.gz	40.0	0.0	0.0	0.0	0.025	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_BTCA_JP	ARID2	1	CH	LVB	Liver & billiary tract	WXS	rec	YES	NO	tier1_tier3	15.0	18.0	1.2	dndscv,oncodrivefml,cbase	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BTCA_JP.01.out.gz	16.0	1.0	0.05882352941176471	0.0625	0.0	False	True	False	0.0	False	0.0	PASS
ICGC_WXS_BTCA_JP	ARID1A	1	CH	LVB	Liver & billiary tract	WXS	rec	YES	NO	tier1_tier3	22.0	23.0	1.0454545454545454	dndscv,oncodrivefml,cbase	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BTCA_JP.01.out.gz	15.0	3.0	0.16666666666666666	0.0	0.0	False	False	False	0.0	False	0.05555555555555555	PASS
ICGC_WXS_BTCA_JP	PIK3CA	1	CH	LVB	Liver & billiary tract	WXS	dom	YES	NO	tier1_tier3	12.0	13.0	1.0833333333333333	hotmapssignature,dndscv,edriver	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BTCA_JP.01.out.gz	15.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_BTCA_JP	SMAD4	1	CH	LVB	Liver & billiary tract	WXS	dom	YES	NO	tier1_tier3	19.0	20.0	1.0526315789473684	hotmapssignature,dndscv,cbase	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BTCA_JP.01.out.gz	19.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_BTCA_JP	AQP7	1	CH	LVB	Liver & billiary tract	WXS	dom	NO	NO	tier1_tier3	13.0	18.0	1.3846153846153846	dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BTCA_JP.01.out.gz	19.0	0.0	0.0	0.0	0.05263157894736842	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_BTCA_JP	STK11	1	CH	LVB	Liver & billiary tract	WXS	rec	YES	NO	tier1_tier3	8.0	9.0	1.125	dndscv,oncodrivefml,cbase	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BTCA_JP.01.out.gz	9.0	0.0	0.0	0.0	0.0	False	True	False	0.0	False	0.0	PASS
ICGC_WXS_BTCA_JP	IDH1	1	CH	LVB	Liver & billiary tract	WXS	dom	YES	NO	tier1_tier3	10.0	11.0	1.1	hotmapssignature,dndscv,oncodriveclustl	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BTCA_JP.01.out.gz	13.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_BTCA_JP	RBM10	1	CH	LVB	Liver & billiary tract	WXS	rec	YES	NO	tier1_tier3	7.0	7.0	1.0	dndscv,oncodrivefml,cbase	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BTCA_JP.01.out.gz	11.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_BTCA_JP	NRAS	1	CH	LVB	Liver & billiary tract	WXS	dom	YES	NO	tier1_tier3	8.0	8.0	1.0	hotmapssignature,dndscv,oncodriveclustl	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BTCA_JP.01.out.gz	8.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_BTCA_JP	BAP1	1	CH	LVB	Liver & billiary tract	WXS	rec	YES	NO	tier1_tier3	14.0	15.0	1.0714285714285714	dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BTCA_JP.01.out.gz	9.0	6.0	0.4	0.0	0.0	False	False	False	1.0	False	0.0	PASS
ICGC_WXS_BTCA_JP	BCOR	1	CH	LVB	Liver & billiary tract	WXS	rec	YES	NO	tier1_tier3	4.0	4.0	1.0	cbase	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BTCA_JP.01.out.gz	3.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_BTCA_JP	ERBB3	1	CH	LVB	Liver & billiary tract	WXS	dom	YES	NO	tier1_tier3	9.0	11.0	1.2222222222222223	cbase	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BTCA_JP.01.out.gz	12.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.08333333333333333	PASS
ICGC_WXS_BTCA_JP	APC	1	CH	LVB	Liver & billiary tract	WXS	rec	YES	NO	tier1_tier3	9.0	11.0	1.2222222222222223	cbase	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BTCA_JP.01.out.gz	9.0	1.0	0.1	0.0	0.0	False	True	False	0.0	False	0.0	PASS
ICGC_WXS_BTCA_JP	CTNND1	1	CH	LVB	Liver & billiary tract	WXS	rec	YES	NO	tier1_tier3	4.0	4.0	1.0	oncodrivefml,cbase	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BTCA_JP.01.out.gz	5.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_BTCA_JP	PBRM1	1	CH	LVB	Liver & billiary tract	WXS	rec	YES	NO	tier1_tier3	10.0	10.0	1.0	oncodrivefml	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BTCA_JP.01.out.gz	9.0	1.0	0.1	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_BTCA_JP	ERBB2	1	CH	LVB	Liver & billiary tract	WXS	dom	YES	YES	tier1_tier3	10.0	11.0	1.1	hotmapssignature	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BTCA_JP.01.out.gz	11.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_BTCA_JP	ATP8A2	1	CH	LVB	Liver & billiary tract	WXS	rec	NO	NO	tier1_tier3	5.0	5.0	1.0	oncodriveclustl	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BTCA_JP.01.out.gz	6.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_BTCA_JP	PDE4DIP	1	CH	LVB	Liver & billiary tract	WXS	rec	YES	NO	tier1_tier3	14.0	15.0	1.0714285714285714	oncodriveclustl,edriver	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BTCA_JP.01.out.gz	15.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_BRCA_KR	TP53	1	BRCA	TX	Torax	WXS	rec	YES	YES	tier1_tier3	7.0	7.0	1.0	dndscv,cbase	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BRCA_KR.01.out.gz	7.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_BRCA_KR	PIK3CA	1	BRCA	TX	Torax	WXS	dom	YES	YES	tier1_tier3	10.0	10.0	1.0	dndscv,cbase,oncodriveclustl,hotmapssignature	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BRCA_KR.01.out.gz	10.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_BRCA_KR	RHPN2	1	BRCA	TX	Torax	WXS	rec	NO	NO	tier1_tier3	5.0	5.0	1.0	dndscv,oncodriveclustl,hotmapssignature	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BRCA_KR.01.out.gz	7.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_BRCA_KR	AKT1	1	BRCA	TX	Torax	WXS	dom	YES	YES	tier1_tier3	4.0	4.0	1.0	oncodriveclustl,hotmapssignature	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BRCA_KR.01.out.gz	4.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_LICA_CN	TP53	1	HC	H	Hepatic	WXS	rec	YES	YES	tier1_tier3	56.0	58.0	1.0357142857142858	dndscv,hotmapssignature,oncodrivefml,cbase,edriver	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_LICA_CN.01.out.gz	62.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_LICA_CN	ARID1A	1	HC	H	Hepatic	WXS	rec	YES	NO	tier1_tier3	13.0	14.0	1.0769230769230769	dndscv,cbase,oncodrivefml	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_LICA_CN.01.out.gz	11.0	1.0	0.08333333333333333	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_LICA_CN	GPRIN1	1	HC	H	Hepatic	WXS	dom	NO	NO	tier1_tier3	5.0	10.0	2.0	cbase,edriver	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_LICA_CN.01.out.gz	10.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_LICA_CN	AXIN1	1	HC	H	Hepatic	WXS	rec	YES	YES	tier1_tier3	12.0	12.0	1.0	dndscv,oncodrivefml	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_LICA_CN.01.out.gz				0.0	0.0	False	False	False	0.0			PASS
ICGC_WXS_LICA_CN	RB1	1	HC	H	Hepatic	WXS	rec	YES	NO	tier1_tier3	7.0	7.0	1.0	dndscv,cbase,oncodrivefml	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_LICA_CN.01.out.gz	9.0	2.0	0.18181818181818185	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_LICA_CN	CD200	1	HC	H	Hepatic	WXS	rec	NO	NO	tier1_tier3	4.0	4.0	1.0	oncodrivefml	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_LICA_CN.01.out.gz	4.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_BRCA_UK	PIK3CA	1	BRCA	TX	Torax	WXS	dom	YES	YES	tier1_tier3	28.0	32.0	1.1428571428571428	cbase,oncodriveclustl,hotmapssignature,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BRCA_UK.01.out.gz	32.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_BRCA_UK	TP53	1	BRCA	TX	Torax	WXS	rec	YES	YES	tier1_tier3	29.0	29.0	1.0	cbase,oncodrivefml,hotmapssignature,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BRCA_UK.01.out.gz	26.0	4.0	0.13333333333333333	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_BRCA_UK	CDH1	1	BRCA	TX	Torax	WXS	rec	YES	YES	tier1_tier3	8.0	10.0	1.25	cbase,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BRCA_UK.01.out.gz	6.0	2.0	0.25	0.0	0.0	False	False	False	1.0	False	0.125	PASS
ICGC_WXS_BRCA_UK	AKT1	1	BRCA	TX	Torax	WXS	dom	YES	YES	tier1_tier3	5.0	5.0	1.0	dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BRCA_UK.01.out.gz	5.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_BLCA_CN	PIK3CA	1	BLCA	US	Urinary system	WXS	dom	YES	NO	tier1_tier3	24.0	26.0	1.0833333333333333	cbase,edriver,oncodrivefml,hotmapssignature,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BLCA_CN.01.out.gz	26.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_BLCA_CN	TP53	1	BLCA	US	Urinary system	WXS	rec	YES	YES	tier1_tier3	24.0	24.0	1.0	cbase,edriver,oncodrivefml,hotmapssignature,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BLCA_CN.01.out.gz	28.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_BLCA_CN	KDM6A	1	BLCA	US	Urinary system	WXS	rec	YES	YES	tier1_tier3	23.0	24.0	1.0434782608695652	cbase,oncodrivefml,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BLCA_CN.01.out.gz	26.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_BLCA_CN	ARID1A	1	BLCA	US	Urinary system	WXS	rec	YES	NO	tier1_tier3	12.0	15.0	1.25	cbase,oncodrivefml,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BLCA_CN.01.out.gz	15.0	0.0	0.0	0.0	0.0	False	False	False	1.0	False	0.06666666666666668	PASS
ICGC_WXS_BLCA_CN	CREBBP	1	BLCA	US	Urinary system	WXS	rec	YES	NO	tier1_tier3	13.0	14.0	1.0769230769230769	cbase,oncodrivefml,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BLCA_CN.01.out.gz	15.0	0.0	0.0	0.0	0.0	False	True	False	0.0	False	0.06666666666666668	PASS
ICGC_WXS_BLCA_CN	RB1	1	BLCA	US	Urinary system	WXS	rec	YES	NO	tier1_tier3	9.0	9.0	1.0	cbase,oncodrivefml,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BLCA_CN.01.out.gz	13.0	0.0	0.0	0.07692307692307693	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_BLCA_CN	ERCC2	1	BLCA	US	Urinary system	WXS	dom	NO	NO	tier1_tier3	12.0	13.0	1.0833333333333333	cbase,hotmapssignature,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BLCA_CN.01.out.gz	14.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_BLCA_CN	STAG2	1	BLCA	US	Urinary system	WXS	rec	YES	YES	tier1_tier3	8.0	8.0	1.0	cbase,oncodrivefml,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BLCA_CN.01.out.gz	9.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.2222222222222222	PASS
ICGC_WXS_BLCA_CN	EP300	1	BLCA	US	Urinary system	WXS	rec	YES	NO	tier1_tier3	10.0	10.0	1.0	cbase	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BLCA_CN.01.out.gz	10.0	0.0	0.0	0.0	0.0	False	True	False	0.0	False	0.1	PASS
ICGC_WXS_BLCA_CN	WDR45	1	BLCA	US	Urinary system	WXS	rec	NO	NO	tier1_tier3	3.0	3.0	1.0	cbase,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BLCA_CN.01.out.gz	3.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_BLCA_CN	HLA-A	1	BLCA	US	Urinary system	WXS	dom	YES	NO	tier1_tier3	19.0	19.0	1.0	oncodriveclustl,hotmapssignature,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BLCA_CN.01.out.gz	20.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_BLCA_CN	PPT2	1	BLCA	US	Urinary system	WXS	rec	NO	NO	tier1_tier3	6.0	6.0	1.0	cbase,oncodriveclustl,hotmapssignature	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BLCA_CN.01.out.gz	7.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_BLCA_CN	ERBB2	1	BLCA	US	Urinary system	WXS	dom	YES	YES	tier1_tier3	14.0	20.0	1.4285714285714286	oncodriveclustl,hotmapssignature	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BLCA_CN.01.out.gz	21.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.09523809523809523	PASS
ICGC_WXS_BLCA_CN	TAS2R31	1	BLCA	US	Urinary system	WXS	dom	NO	NO	tier1_tier3	6.0	8.0	1.3333333333333333	cbase,hotmapssignature,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_BLCA_CN.01.out.gz	8.0	0.0	0.0	0.0	0.0	False	True	False	0.0	False	0.0	PASS
ICGC_WXS_COCA_CN	TP53	1	COREAD	DT	Digestive tract	WXS	rec	YES	YES	tier1_tier3	41.0	42.0	1.024390243902439	edriver,cbase,dndscv,oncodrivefml,hotmapssignature	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_COCA_CN.01.out.gz	52.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_COCA_CN	KRAS	1	COREAD	DT	Digestive tract	WXS	dom	YES	YES	tier1_tier3	32.0	33.0	1.03125	cbase,hotmapssignature,dndscv,oncodriveclustl,oncodrivefml	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_COCA_CN.01.out.gz	35.0	0.0	0.0	0.0	0.0	False	False	False	1.0	False	0.0	PASS
ICGC_WXS_COCA_CN	FBXW7	1	COREAD	DT	Digestive tract	WXS	dom	YES	YES	tier1_tier3	9.0	11.0	1.2222222222222223	edriver,cbase,dndscv,oncodrivefml	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_COCA_CN.01.out.gz	11.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_COCA_CN	APC	1	COREAD	DT	Digestive tract	WXS	rec	YES	YES	tier1_tier3	35.0	43.0	1.2285714285714286	cbase,dndscv,oncodrivefml	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_COCA_CN.01.out.gz	49.0	0.0	0.0	0.0	0.0	False	True	False	0.0	False	0.4081632653061225	PASS
ICGC_WGS_EOPC_DE	TP53	1	PRAD	MRS	Male reproductory system	WGS	dom	YES	YES	tier1_tier3	10.0	10.0	1.0	dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WGS_EOPC_DE.01.out.gz	13.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WGS_EOPC_DE	PTEN	1	PRAD	MRS	Male reproductory system	WGS	rec	YES	YES	tier1_tier3	4.0	5.0	1.25	cbase	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WGS_EOPC_DE.01.out.gz	14.0	0.0	0.0	0.0	0.0	False	False	False	1.0	False	0.0	PASS
ICGC_WXS_LAML_KR_VARSCAN	RAD21	1	AML	LK	Leukemia	WXS	rec	YES	YES	tier1_tier3	3.0	3.0	1.0	cbase	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_LAML_KR_VARSCAN.01.out.gz	3.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_LAML_KR_VARSCAN	TET2	1	AML	LK	Leukemia	WXS	rec	YES	NO	tier1_tier3	3.0	3.0	1.0		primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_LAML_KR_VARSCAN.01.out.gz	3.0	0.0	0.0	0.0	0.0	False	True	False	0.0	False	0.0	PASS
ICGC_WXS_LAML_KR_VARSCAN	NRAS	1	AML	LK	Leukemia	WXS	dom	YES	YES	tier1_tier3	7.0	7.0	1.0	dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_LAML_KR_VARSCAN.01.out.gz	7.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_LAML_KR_VARSCAN	IDH2	1	AML	LK	Leukemia	WXS	dom	YES	NO	tier1_tier3	7.0	7.0	1.0	hotmapssignature,oncodriveclustl	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_LAML_KR_VARSCAN.01.out.gz	7.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_LAML_KR_VARSCAN	DNMT3A	1	AML	LK	Leukemia	WXS	rec	YES	YES	tier1_tier3	9.0	9.0	1.0	cbase	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_LAML_KR_VARSCAN.01.out.gz	9.0	0.0	0.0	0.0	0.0	False	True	False	0.0	False	0.0	PASS
ICGC_WXS_LAML_KR_VARSCAN	ABCD1	1	AML	LK	Leukemia	WXS	dom	NO	NO	tier1_tier3	5.0	10.0	2.0	hotmapssignature	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_LAML_KR_VARSCAN.01.out.gz	11.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_LAML_KR_VARSCAN	GATA2	1	AML	LK	Leukemia	WXS	dom	YES	YES	tier1_tier3	4.0	4.0	1.0		primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_LAML_KR_VARSCAN.01.out.gz	4.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_LAML_KR_VARSCAN	CEBPA	1	AML	LK	Leukemia	WXS	dom	YES	YES	tier1_tier3	3.0	3.0	1.0		primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_LAML_KR_VARSCAN.01.out.gz	3.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WXS_LAML_KR_VARSCAN	FLT3	1	AML	LK	Leukemia	WXS	dom	YES	YES	tier1_tier3	3.0	3.0	1.0		primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WXS_LAML_KR_VARSCAN.01.out.gz	5.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
